PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,COURSE_IDENTIFICATION,COURSE_REFERENCE_NUMBER,Prior_Overall_GPA_Term,Prior_Overall_Term_Desc,Prior_Overall_GPA_Term_Level,Prior_Term_Overall_GPA
132155,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,1.81666667
132268,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.88490566
132332,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.8852459
132396,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,1.98604651
132399,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.7
132424,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.508
132490,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.65471698
132536,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.12352941
132589,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.68360656
132666,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,1.59361702
132668,202120,Spring 2021,PHYS22000,32657,202110,Fall 2020,Undergraduate,3.475
132699,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.71463415
132706,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.77636364
132785,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,0.46296296
132789,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.50930233
132829,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,1.9131579
132838,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.89767442
132849,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.78541667
132862,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.69444444
132946,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.49833333
132958,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.67564103
132974,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.94545455
132981,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.68684211
132995,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,2.06440678
133029,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.32121212
133084,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.1225
133220,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.83731343
133240,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
133283,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.51395349
133285,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.5
133317,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3
133361,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.65813954
133381,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.48461539
133567,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.94242424
133572,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.85272727
133830,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.26923077
134023,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.30731707
134076,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.06829268
134215,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,4
134280,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.37222222
134283,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.68909091
134404,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.87419355
134413,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.82820513
134423,202210,Fall 2021,PHYS17200,26931,,,,
134448,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.3875
134458,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.43478261
134576,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.68484849
134707,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.27272727
134791,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.25925926
134962,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.87222222
135016,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.56071429
135227,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.76333333
135545,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.11860465
135570,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.99111111
135789,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.96875
135808,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.628125
135834,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.165625
135843,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.29285714
135846,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.0137931
135852,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,1.71666667
135860,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,1.005
135887,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.52857143
135913,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.25882353
135916,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.88604651
135938,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.11578947
136000,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.8671875
136017,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.87272727
136169,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.71451613
136217,202120,Spring 2021,PHYS22000,32657,202110,Fall 2020,Undergraduate,3.45106383
136241,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.52
136296,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,1.73095238
136418,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.52741936
136454,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.98448276
136494,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.60689655
136520,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.75211268
136558,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.71515152
136767,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.5
136827,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.72
136890,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.33508772
137079,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.38360656
137329,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.64126984
137351,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.48387097
137378,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.95357143
137418,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.31086957
137486,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.71333333
137651,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.83953488
137659,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.05517241
137741,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.94666667
137759,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.87333333
137768,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.2559322
137965,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,4
137994,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.10655738
138079,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.79636364
138135,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,1.74583333
138141,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.67833333
138152,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.95625
138165,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.39655172
138256,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.97575758
138294,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.10862069
138304,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.82727273
138305,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.16458333
138510,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.61724138
138524,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,4
138645,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.73442623
138997,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.76590909
139014,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.03225807
139037,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.73023256
139095,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.34693878
139286,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.82553192
139297,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.24909091
139397,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.56341463
139420,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,4
139451,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.62173913
139468,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.644
139646,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.86119403
139649,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.5255814
139701,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.98269231
139702,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.32727273
139728,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.97096774
139749,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.382
139797,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.06571429
139825,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.52
139832,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.56097561
139891,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.82272727
140091,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.7673913
140136,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,4
140142,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.97
140290,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.51967213
140520,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.95932203
140543,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.12321429
140568,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.08723404
140641,202120,Spring 2021,PHYS22000,26670,,,Undergraduate,3.3
140895,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.93695652
140943,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.68085106
140944,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.99122807
140962,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.21282051
140971,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.35967742
141063,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.04666667
141121,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.33787879
141131,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.87460318
141150,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,4
141164,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.60444444
141349,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.84615385
141442,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.22363636
141444,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.24761905
141469,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.92068966
141583,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.65769231
141688,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.7
141746,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.48372093
141788,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.80666667
141808,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.06938776
141866,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,1.92875
141894,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.78333333
141946,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.04
141975,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.56796875
141997,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.27105263
142009,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.45384615
142109,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.55384615
142192,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.42
142357,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.65111111
142393,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,4
142441,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.5
142739,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.78870968
142741,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.95081967
142958,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.15789474
142997,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.87241379
143011,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.86666667
143023,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.29736842
143033,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.70512821
143161,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.58923077
143189,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.20943396
143278,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.47241379
143606,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.73684211
143683,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.89090909
143687,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.52432432
143845,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.04666667
143847,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.421875
143909,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.77021277
143931,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.81916667
143969,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.61791045
144136,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.48333333
144163,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.72884615
144165,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.65084746
144199,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.70533333
144213,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.86470588
144273,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.91142857
144296,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.10952381
144508,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.02333333
144524,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.72931035
144655,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.67
144688,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.13428571
144870,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.50882353
144880,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.71612903
144950,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.12045455
145036,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.75543478
145096,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.67142857
145214,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.84444444
145391,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.08541667
145573,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.83870968
145575,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.30363636
145593,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.55681818
145660,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.8942029
145753,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.15517241
145809,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.82537313
145827,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.25
145849,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,4
145884,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.84461539
145952,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.70714286
145954,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.84193548
146023,202120,Spring 2021,PHYS22000,32657,202110,Fall 2020,Undergraduate,3.55
146101,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,1.47941177
146127,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.78846154
146464,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.28205128
146482,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.37096774
146482,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,3.37096774
146482,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3.37096774
146612,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.29482759
146632,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.27
146649,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.63050848
146736,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.74558824
146947,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.66060606
147237,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.9880597
147291,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.66031746
147485,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.79512195
147499,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.5
147518,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.85
147537,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.2
147708,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,2.60416667
147792,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.07586207
148191,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.28
148192,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.48823529
148429,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.94029851
